# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	299031
#@/user_id	1dd0fc4f-c87c-47d9-ba60-5efabec58bf4
a 	啊	c=1051 d=1.20603 t=299031
ying lian 	硬鏈	c=10 d=3.97544 t=247384
ying mian 	贏面	c=1 d=1 t=6276
ying pan 	硬盤	c=5 d=1 t=291455
ying pian 	影片	c=1 d=1 t=99328
ying pin 	應聘	c=2 d=1.99501 t=200775
ying qiu 	贏球	c=1 d=1 t=170030
ying shang 	硬傷	c=2 d=1 t=290493
ying she 	影射	c=2 d=1.03474 t=16313
ying she 	映射	c=40 d=1 t=291928
ying she biao 	映射表	c=2 d=1.90937 t=251110
ying shi 	影視	c=11 d=1.00002 t=244607
ying shou 	營收	c=1 d=1 t=171470
ying shui 	應稅	c=1 d=1 t=43830
ying su 	罌粟	c=2 d=1 t=183695
ying te er 	英特爾	c=1 d=1 t=106876
ying wei 	應爲	c=6 d=1 t=90447
ying wen 	英文	c=74 d=2.52755 t=299031
ying wen ge 	英文歌	c=1 d=1 t=227064
ying wen ming 	英文名	c=2 d=1.79453 t=236565
ying wen shu 	英文書	c=1 d=1 t=272441
ying xian 	硬線	c=1 d=1 t=207622
ying xiang 	影響	c=68 d=0.786628 t=299031
ying xiang shi chang 	影響時長	c=1 d=1 t=234985
ying xiao 	營銷	c=1 d=1 t=171472
ying xing 	硬性	c=2 d=1 t=253686
ying xiong 	英雄	c=1 d=0.1 t=288362
ying xiong wu gui 	英雄烏龜	c=1 d=1 t=99046
ying yan 	應驗	c=1 d=1 t=69536
ying yang 	營養	c=1 d=1 t=210197
ying ye 	營業	c=0 d=0.1 t=283968
ying ye ting 	營業廳	c=3 d=1 t=277043
ying yin 	影音	c=1 d=1 t=266941
ying yin 	英音	c=2 d=1.97531 t=158171
ying ying 	瑩瑩	c=2 d=1 t=214203
ying yong 	應用	c=111 d=0.368229 t=299031
ying yong ceng 	應用層	c=7 d=4.9929 t=248945
ying yong cheng xu 	應用程序	c=1 d=1 t=137907
ying yong duan 	應用端	c=1 d=1 t=219648
ying yong huo dong 	應用活動	c=1 d=1 t=248801
ying yong mo ban 	應用模板	c=1 d=1 t=150367
ying yong yu 	應用於	c=2 d=1.97045 t=283367
ying yu 	英語	c=63 d=1.93239 t=294423
ying yu jiao 	英語角	c=1 d=1 t=228669
ying yu lao shi 	英語老師	c=1 d=1 t=236559
ying yu suan 	英語算	c=1 d=1 t=63543
ying yu yu fa 	英語語法	c=1 d=1 t=236061
ying yuan 	影院	c=1 d=1 t=99287
ying zi 	影子	c=3 d=0.1 t=65530
yo 	喲	c=3 d=1 t=165449
yo lai 	喲來	c=1 d=1 t=108809
yo suan 	喲算	c=1 d=1 t=58822
yong 	勇	c=0 d=0.0571209 t=299031
yong 	永	c=1 d=1 t=23201
yong 	用	c=1049 d=2.56335 t=299031
yong bu 	用不	c=3 d=1 t=279848
yong bu dao 	用不到	c=10 d=1 t=285867
yong bu guan 	用不慣	c=1 d=1 t=276996
yong bu liao 	用不了	c=2 d=1 t=273253
yong bu shang 	用不上	c=1 d=1 t=4309
yong bu tong 	用不同	c=1 d=1 t=86894
yong bu xi guan 	用不習慣	c=1 d=1 t=236159
yong bu yong 	用不用	c=15 d=1 t=288688
yong bu zhao 	用不着	c=1 d=1 t=266909
yong can 	用餐	c=3 d=2.98506 t=190441
yong che 	用車	c=2 d=1.98511 t=277407
yong dao 	泳道	c=0 d=0.1 t=222857
yong dao 	用到	c=26 d=1 t=297113
yong dao tu 	泳道圖	c=3 d=2.95581 t=222866
yong de 	用的	c=4 d=0.1 t=206838
yong de dao 	用得到	c=1 d=1 t=123999
yong er 	泳兒	c=1 d=1 t=238624
yong fa 	永發	c=1 d=1 t=111076
yong fa 	用法	c=4 d=1 t=293846
yong gong 	用工	c=0 d=0.1 t=224797
yong guo 	用過	c=10 d=1 t=286414
yong hu 	用戶	c=155 d=1 t=298304
yong hu jie mian 	用戶界面	c=1 d=1 t=289417
yong hu ming 	用戶名	c=12 d=1.96079 t=245393
yong hu you 	用戶有	c=1 d=1 t=63195
yong hui 	永輝	c=8 d=1.98511 t=262518
yong jin 	佣金	c=2 d=1.8311 t=283083
yong jiu 	永久	c=3 d=1 t=247740
yong jiu 	用舊	c=2 d=1.99501 t=61441
yong lai 	用來	c=141 d=1.00001 t=295873
yong le 	永樂	c=4 d=1 t=280991
yong le 	用了	c=3 d=1 t=280992
yong li 	用例	c=1 d=1 t=279119
yong liang 	用量	c=3 d=1 t=234197
yong ma 	用嗎	c=2 d=1 t=143999
yong ni 	用你	c=3 d=1 t=278377
yong pin 	用品	c=1 d=1 t=241405
yong qi lai 	用起來	c=1 d=1 t=83847
yong ren 	傭人	c=1 d=1 t=220361
yong ren dan wei 	用人單位	c=2 d=1.0973 t=220362
yong shang 	用上	c=1 d=1 t=31754
yong sheng 	永勝	c=4 d=0.1 t=20265
yong shi 	勇士	c=5 d=1 t=238046
yong shi 	用時	c=12 d=1 t=234975
yong tu 	用途	c=13 d=1 t=289628
yong yang 	用樣	c=2 d=1 t=144395
yong yi 	用意	c=1 d=1 t=133689
yong yi xia 	用一下	c=3 d=1 t=285876
yong yong 	用用	c=2 d=1 t=69140
yong you 	擁有	c=6 d=1.63445 t=296511
yong yu 	用於	c=39 d=3.28373 t=293911
yong yuan 	永遠	c=11 d=1 t=297866
yong zai 	用在	c=2 d=1 t=278050
yong zhe 	用着	c=1 d=1 t=137811
yong zuo 	傭作	c=1 d=1 t=131369
yong zuo 	用作	c=13 d=1 t=298352
you 	侑	c=1 d=1 t=282853
you 	優	c=1 d=1 t=9493
you 	又	c=240 d=0.427607 t=299031
you 	友	c=0 d=0.1 t=271818
you 	右	c=18 d=1 t=292238
you 	呦	c=1 d=0.1 t=194694
you 	宥	c=1 d=1 t=282854
you 	有	c=2324 d=2.61691 t=299031
you 	油	c=5 d=1.96561 t=266155
you 	由	c=27 d=1.00285 t=297672
you 	秞	c=3 d=1.8275 t=9671
you 	郵	c=0 d=0.1 t=167708
you 	釉	c=1 d=1 t=9498
you ban ben 	有版本	c=1 d=1 t=277207
you bang 	有幫	c=0 d=0.1 t=31141
you bang wo 	有幫我	c=1 d=1 t=31142
you bi 	有比	c=0 d=0.1 t=119089
you bi yao 	有必要	c=4 d=1 t=238873
you bi zhe 	有比這	c=1 d=1 t=119090
you bian 	右邊	c=17 d=0.000633025 t=299031
you bing 	有病	c=3 d=1.88692 t=171176
you ce 	右側	c=7 d=1 t=274818
you chi 	有喫	c=0 d=0.1 t=188975
you chi de 	有喫的	c=1 d=1 t=188976
you chong 	幼蟲	c=3 d=2.81435 t=298934
you ci 	由此	c=1 d=1 t=261422
you dai shang que 	有待商榷	c=1 d=1 t=65014
you dao 	有道	c=7 d=2.70877 t=227196
you dao 	誘導	c=1 d=1 t=249178
you dao li 	有道理	c=1 d=1 t=192432
you dao yun 	有道雲	c=1 d=1 t=148105
you de 	又得	c=2 d=1 t=290291
you de 	有的	c=26 d=1 t=232595
you di 	郵遞	c=1 d=1 t=89192
you dian 	優點	c=7 d=1.00058 t=298177
you dian 	有點	c=66 d=1.15961 t=298176
you dian chang 	有點長	c=1 d=1 t=193509
you dian chou 	有點丑	c=1 d=1 t=169049
you dian duo 	有點多	c=3 d=1 t=287525
you dian gui 	有點貴	c=2 d=1 t=224956
you dian hua 	有電話	c=1 d=1 t=105344
you dian luan 	有點亂	c=1 d=1 t=263255
you dian mang 	有點盲	c=1 d=1 t=231227
you dian nan du 	有點難度	c=1 d=1 t=226890
you dian shao 	有點少	c=1 d=1 t=265831
you dian shi 	有點事	c=2 d=1 t=231341
you dian wan 	有點晚	c=1 d=1 t=218113
you dian wen ti 	有點問題	c=5 d=1 t=284217
you dian xiao 	有點小	c=2 d=1 t=148986
you dian yuan 	有點遠	c=1 d=1 t=2316
you dian zao 	有點早	c=1 d=1 t=254503
you ding lou 	有頂樓	c=1 d=1 t=196793
you dong 	遊動	c=2 d=1 t=148703
you er yuan 	幼兒園	c=3 d=1 t=203231
you fei 	油費	c=1 d=1 t=271549
you feng xian 	有風險	c=1 d=1 t=53765
you fu hao 	有符號	c=1 d=1 t=182067
you fu jian 	有附件	c=2 d=1.9802 t=188772
you gai 	又該	c=1 d=1 t=54003
you ge 	有個	c=47 d=0.000387808 t=299031
you ge neng 	有個能	c=1 d=1 t=69676
you ge yi 	有個一	c=1 d=1 t=125582
you gong 	油工	c=1 d=1 t=197759
you gou 	郵購	c=0 d=0.1 t=69747
you gou en 	郵購恩	c=1 d=1 t=69748
you guan 	有關	c=7 d=1 t=298059
you guan 	油管	c=2 d=1 t=139081
you guan xi 	有關係	c=6 d=1 t=230974
you guo 	有過	c=1 d=1 t=253569
you hao 	友好	c=1 d=1 t=13232
you hao 	有好	c=1 d=1 t=287442
you hao chu 	有好處	c=1 d=1 t=175975
you he 	呦呵	c=1 d=1 t=242314
you he 	有何	c=1 d=1 t=194936
you hou 	油猴	c=6 d=1 t=257756
you hua 	優化	c=650 d=1.04973 t=299031
you hua you hua 	優化優化	c=1 d=1 t=119782
you hui 	優惠	c=15 d=0.1 t=284601
you hui ma 	優惠碼	c=2 d=1 t=294366
you hui quan 	優惠券	c=1 d=1 t=225436
you hun 	幽魂	c=2 d=1.97531 t=133023
you huo 	有貨	c=0 d=0.1 t=216692
you huo dong 	有活動	c=2 d=2.06847 t=216690
you huo dong ma 	有活動嗎	c=1 d=1 t=216687
you huo ma 	有貨嗎	c=4 d=3.94565 t=216699
you ji 	郵寄	c=9 d=1 t=228152
you ji duan 	有極端	c=7 d=1.99005 t=197559
you ji ge 	有幾個	c=11 d=1 t=167521
you ji ge yue 	有幾個月	c=1 d=1 t=174063
you ji hui 	有機會	c=1 d=1 t=254633
you ji xiang 	有幾項	c=1 d=1 t=284754
you ji xu 	有繼續	c=1 d=1 t=208642
you jian 	右鍵	c=8 d=1 t=223086
you jian 	郵件	c=140 d=1 t=271855
you jian ma 	郵件嗎	c=1 d=1 t=185850
you jie 	遊街	c=1 d=1 t=162465
you jing 	幽靜	c=0 d=0.1 t=52828
you kai shi 	又開始	c=1 d=1 t=114826
you ke 	遊客	c=1 d=1 t=83258
you ke neng 	有可能	c=16 d=1 t=293060
you kong 	有空	c=23 d=0.1 t=293161
you kong ma 	有空嗎	c=1 d=1 t=293162
you kuai di 	有快遞	c=1 d=1 t=72751
you kuang 	鈾礦	c=2 d=1 t=254620
you le 	有了	c=29 d=0.000280202 t=299031
you le lin 	遊樂林	c=1 d=1 t=15615
you le ma 	有了嗎	c=1 d=1 t=15616
you le yuan 	遊樂園	c=1 d=1 t=106164
you li 	有利	c=1 d=1 t=161264
you li 	遊離	c=1 d=1 t=158289
you lia 	有倆	c=2 d=1 t=287882
you lian jie 	有鏈接	c=1 d=1 t=8747
you liang zhang 	有兩張	c=1 d=1 t=167563
you ling dao 	有領導	c=1 d=1 t=237336
you lu 	右路	c=1 d=1 t=90143
you ma 	有嗎	c=9 d=1 t=216682
you ma 	有碼	c=1 d=1 t=27605
you man 	有慢	c=1 d=1 t=177281
you mei 	又沒	c=1 d=1 t=225200
you mei you 	有沒有	c=78 d=1.00001 t=298885
you mei you ren 	有沒有人	c=1 d=1 t=174305
you mei you wen ti 	有沒有問題	c=1 d=1 t=145986
you mian 	莜麪	c=1 d=1 t=178814
you nei rong 	有內容	c=2 d=1 t=298441
you neng 	又能	c=1 d=1 t=70282
you ni 	有你	c=2 d=1.8781 t=133079
you nuan qi 	有暖氣	c=1 d=1 t=196509
you qi 	尤其	c=3 d=1 t=295303
you qi 	油氣	c=2 d=1 t=13261
you qi 	由其	c=14 d=1 t=292536
you qi shi 	尤其是	c=3 d=1 t=275952
you qi ta 	有其他	c=1 d=1 t=151091
you qian 	有錢	c=5 d=1.05156 t=255049
you qiu 	有求	c=1 d=1 t=140051
you qu 	又去	c=4 d=1.99501 t=227856
you qu de 	有趣的	c=1 d=1 t=227857
you qu de shi 	有趣的是	c=1 d=1 t=151843
you quan 	有權	c=1 d=1 t=231604
you quan xian 	有權限	c=2 d=1 t=206437
you que dian 	優缺點	c=2 d=1 t=245681
you re 	有熱	c=1 d=1 t=202682
you ren 	有人	c=24 d=1 t=297815
you ren 	誘人	c=1 d=1 t=114873
you sha 	有啥	c=13 d=0.0353455 t=299031
you sha jie jue 	有啥解決	c=1 d=1 t=223171
you sha yi yi 	有啥意義	c=1 d=1 t=234782
you sha yong 	有啥用	c=1 d=0.355226 t=299031
you shang jiao 	右上角	c=4 d=1 t=285149
you shen me 	有什麼	c=13 d=1 t=292253
you shen me yong 	有什麼用	c=1 d=1 t=193329
you sheng qi 	有生氣	c=1 d=1 t=90666
you shi 	優勢	c=7 d=1.97531 t=295781
you shi 	又是	c=20 d=1 t=291964
you shi 	有事	c=10 d=1 t=216452
you shi 	有時	c=8 d=1 t=286504
you shi hou 	有時候	c=23 d=1 t=282001
you shi jian 	有時間	c=137 d=0.0327124 t=299031
you shi jian ma 	有時間嗎	c=1 d=1 t=231568
you shou 	右手	c=5 d=1 t=136420
you shou you jiao 	有手有腳	c=1 d=1 t=174358
you shu 	有數	c=0 d=0.1 t=56462
you shu ju 	又數據	c=13 d=1 t=181572
you shu ju 	有數據	c=1 d=1 t=56463
you shu ju le ma 	又數據了嗎	c=1 d=1 t=37358
you shuo 	又說	c=1 d=1 t=53796
you shuo 	有說	c=1 d=1 t=196504
you suo 	有所	c=1 d=0.1 t=259710
you suo xia jiang 	有所下降	c=1 d=1 t=259711
you tiao jian 	有條件	c=1 d=1 t=281009
you wang 	有望	c=1 d=1 t=181917
you wang 	遊網	c=2 d=1 t=56354
you wen 	尤文	c=8 d=1 t=152890
you wen ti 	有問題	c=148 d=1 t=288406
you xi 	遊戲	c=16 d=1.46767 t=289465
you xia jiao 	右下角	c=1 d=1 t=45015
you xia yu le 	有下雨了	c=1 d=1 t=20184
you xian 	優先	c=7 d=1 t=258171
you xian 	有線	c=8 d=1 t=276121
you xian 	有限	c=2 d=0.1 t=295863
you xian da 	有限大	c=1 d=1 t=295864
you xian gong si 	有限公司	c=2 d=1 t=242957
you xian ji 	優先級	c=37 d=1 t=282522
you xiang 	郵箱	c=58 d=1.96617 t=274716
you xiang li 	郵箱裏	c=1 d=1 t=127824
you xiang qing 	有詳情	c=1 d=1 t=208584
you xiao 	有效	c=26 d=1 t=298244
you xiao qi 	有效期	c=1 d=1 t=287921
you xiao xi 	有消息	c=3 d=1 t=298445
you xiao xi le 	有消息了	c=1 d=1 t=138970
you xiao xing 	有效性	c=1 d=1 t=247823
you xiao zhi 	有效值	c=1 d=1 t=183562
you xie 	有些	c=12 d=0.0155297 t=299031
you xin 	有信	c=2 d=1 t=284954
you xin er 	有信兒	c=1 d=1 t=213140
you xin xin 	有信心	c=1 d=1 t=240060
you xing 	遊行	c=3 d=1.54423 t=244591
you xing qu 	有興趣	c=2 d=1 t=256049
you xiu 	優秀	c=4 d=1 t=243738
you xiu gai 	有修改	c=1 d=1 t=269068
you xu 	有序	c=2 d=1 t=144436
you xu yao 	有需要	c=2 d=1 t=192209
you yan ji 	油煙機	c=2 d=1 t=134572
you ye 	油液	c=2 d=1 t=180589
you yi 	右移	c=1 d=1 t=245303
you yi 	有一	c=0 d=0.1 t=157951
you yi 	有益	c=0 d=0.1 t=148791
you yi ci 	有一次	c=1 d=1 t=287962
you yi ge 	又一個	c=12 d=1 t=225064
you yi ge 	有一個	c=9 d=1 t=282271
you yi hu 	有一戶	c=1 d=1 t=203313
you yi ju 	有一句	c=1 d=1 t=64258
you yi kuai 	有一塊	c=1 d=1 t=104059
you yi shen xin jian kang 	有益身心健康	c=1 d=1 t=148792
you yi shou 	有一手	c=1 d=1 t=157138
you yi shou ge 	有一首歌	c=1 d=1 t=11928
you yi si 	有意思	c=1 d=0.1 t=192234
you yi xiang 	有一項	c=1 d=1 t=157952
you yi xiang 	有意向	c=1 d=1 t=200766
you yin xiang 	有印象	c=1 d=1 t=237121
you ying xiang 	有影響	c=1 d=1 t=153317
you yong 	有用	c=21 d=0.0992613 t=299031
you yong 	游泳	c=1 d=1 t=238872
you yong ma 	有用嗎	c=1 d=1 t=173444
you you 	油油	c=1 d=1 t=7241
you yu 	有雨	c=1 d=1 t=10467
you yu 	由於	c=30 d=1.3588 t=289499
you yu xi 	尤雨溪	c=7 d=1.99005 t=179949
you yuan ma 	有源碼	c=1 d=1 t=269406
you zan 	友讚	c=1 d=1 t=219578
you zan 	有讚	c=1 d=1 t=219583
you zhang 	有章	c=1 d=1 t=182307
you zheng 	郵政	c=3 d=1 t=264030
you zhi 	幼稚	c=1 d=1 t=173726
you zhi 	有值	c=4 d=1 t=280094
you zhi 	油脂	c=14 d=1 t=253082
you zhi gui ge 	油脂規格	c=2 d=1 t=234195
you zhou 	右軸	c=5 d=0.000614317 t=299031
you zuo biao 	右坐标	c=1 d=1 t=14211
yu 	予	c=0 d=0.1 t=131995
yu 	俞	c=1 d=1 t=24534
yu 	域	c=4 d=0.1 t=296738
yu 	宇	c=3 d=1 t=244678
yu 	峪	c=0 d=0.1 t=270476
yu 	於	c=41 d=0.114589 t=299031
yu 	玉	c=1 d=1 t=179733
yu 	與	c=90 d=1.54637 t=298329
yu 	語	c=3 d=1 t=251823
yu 	遇	c=1 d=1 t=244625
yu 	郁	c=0 d=0.1 t=211234
yu 	隅	c=0 d=0.1 t=196694
yu 	雨	c=9 d=0.1 t=234526
yu 	預	c=21 d=1 t=273070
yu 	魚	c=4 d=1.1 t=211238
yu an 	預案	c=1 d=1 t=148248
yu ba 	浴霸	c=2 d=0.1 t=208729
yu bai 	魚白	c=2 d=1 t=157345
yu bang wo 	於幫我	c=1 d=1 t=67687
yu bei 	預備	c=1 d=1 t=290302
yu bian yi qi 	預編譯器	c=1 d=1 t=242764
yu ce 	預測	c=3 d=1.88692 t=295956
yu chang 	浴場	c=2 d=1 t=241742
yu chang ju 	於長局	c=1 d=1 t=20091
yu cheng qing 	庾澄慶	c=4 d=1.81873 t=236723
yu chu li 	預處理	c=2 d=1 t=224082
yu chu li qi 	與處理器	c=1 d=1 t=297063
yu chuo po 	預戳破	c=1 d=1 t=28789
yu cun 	預存	c=2 d=1.99501 t=216035
yu dao 	御道	c=2 d=1 t=108202
yu dao 	遇到	c=21 d=1 t=297721
yu dao guo 	遇到過	c=3 d=1 t=111954
yu di 	餘地	c=3 d=1.94176 t=231497
yu ding 	預訂	c=1 d=1 t=273561
yu dou fu 	郁豆腐	c=1 d=1 t=211235
yu dou fu 	魚豆腐	c=1 d=1 t=211239
yu duo 	愈多	c=1 d=1 t=41027
yu e 	餘額	c=7 d=1.02497 t=294740
yu fa 	語法	c=35 d=3.88816 t=297089
yu fa bu 	預發佈	c=1 d=1 t=185159
yu fa tang 	語法糖	c=8 d=1 t=280939
yu fang 	預防	c=2 d=1 t=259644
yu fang xing 	預防性	c=1 d=1 t=225983
yu fou 	與否	c=5 d=1 t=284718
yu fu 	預付	c=1 d=1 t=220692
yu fu 	餘富	c=1 d=1 t=123148
yu fu wu qi 	域服務器	c=1 d=1 t=248715
yu ge 	雨哥	c=1 d=1 t=244676
yu gou jian 	預構建	c=1 d=1 t=245702
yu gu 	預估	c=8 d=1 t=258980
yu hao 	雨豪	c=8 d=0.1 t=229627
yu ji 	雨季	c=4 d=1 t=213634
yu ji 	預計	c=65 d=1.00002 t=297423
yu ji ba 	預計吧	c=1 d=1 t=133612
yu ji shi jian 	預計時間	c=1 d=1 t=145861
yu jia 	漁家	c=1 d=1.00125 t=240267
yu jia 	瑜伽	c=1 d=1 t=282855
yu jia le 	漁家樂	c=3 d=2.9218 t=239403
yu jia zai 	與加載	c=1 d=1 t=249737
yu jia zai 	預加載	c=4 d=1 t=258132
yu jian 	遇見	c=3 d=2.67429 t=252936
yu jian hai 	於建海	c=3 d=2.70899 t=295069
yu jing 	語境	c=1 d=1 t=236084
yu ju 	語句	c=12 d=1.0003 t=297087
yu ke 	預科	c=1 d=0.1 t=124209
yu lai 	愈來	c=1 d=1 t=164643
yu lan 	預覽	c=60 d=0.0900212 t=299031
yu le 	娛樂	c=12 d=1 t=289467
yu liu 	預留	c=6 d=1 t=291611
yu mi 	玉米	c=1 d=1 t=157268
yu mi you 	玉米油	c=1 d=1 t=224383
yu min jing 	俞閩京	c=7 d=1 t=60182
yu ming 	域名	c=60 d=1.93707 t=291959
yu ming xi tong 	域名系统	c=1 d=1 t=248807
yu mu 	餘畝	c=1 d=1 t=147138
yu ni 	芋泥	c=2 d=1 t=277604
yu o 	預哦	c=2 d=1 t=56570
yu qi 	逾期	c=18 d=1.8311 t=285537
yu qi 	預期	c=1 d=1 t=272921
yu qing qiu 	預請求	c=1 d=1 t=248173
yu rong fu 	羽絨服	c=1 d=1 t=272181
yu sai 	預賽	c=1 d=1 t=261465
yu she 	預設	c=4 d=1.956 t=249487
yu sheng 	餘生	c=1 d=1 t=16011
yu sheng ju lai 	與生俱來	c=1 d=1 t=57900
yu shi 	於是	c=3 d=1 t=250738
yu shi 	浴室	c=1 d=1 t=243254
yu shi gui 	浴室櫃	c=5 d=1.00326 t=208724
yu shou 	預售	c=4 d=1.98511 t=143213
yu shu 	玉樹	c=1 d=1 t=236672
yu shu 	餘數	c=1 d=1 t=254120
yu suan 	預算	c=6 d=1.99005 t=208712
yu suan biao 	預算表	c=1 d=1 t=125268
yu tian 	余天	c=1 d=1 t=293080
yu tian 	雨天	c=1 d=1 t=293082
yu wang 	慾望	c=1 d=1 t=170032
yu xian 	預先	c=1 d=1 t=259909
yu xiang 	預想	c=12 d=1.47148 t=226166
yu xing 	宇星	c=4 d=1.0812 t=17367
yu xuan 	預選	c=0 d=0.1 t=11691
yu xuan wei 	預選位	c=1 d=1 t=11692
yu yan 	語言	c=16 d=1 t=279809
yu yi 	於毅	c=1 d=1 t=169390
yu yi 	語義	c=0 d=0.1 t=255151
yu yi hua 	語義化	c=1 d=1 t=255152
yu yi zhi xia 	雨一直下	c=1 d=1 t=234527
yu yin 	語音	c=66 d=1.00007 t=291736
yu yin shi bie 	語音識別	c=11 d=1 t=216964
yu yuan 	芋圓	c=1 d=1 t=291220
yu yue 	預約	c=20 d=1.68045 t=277432
yu zhe 	與這	c=1 d=1 t=4166
yu zhi 	玉置	c=1 d=0.624663 t=113663
yu zhi 	與之	c=0 d=0.1 t=255211
yu zhi 	閾值	c=19 d=1 t=297126
yu zhi 	預知	c=1 d=1 t=102533
yu zhi 	預置	c=4 d=1.94176 t=266483
yu zhi dui ying 	與之對應	c=1 d=1 t=183564
yu zhi hao er 	玉置浩二	c=7 d=1 t=192435
yu zhi xiang fan 	與之相反	c=2 d=1.99005 t=255214
yu zhong 	雨中	c=1 d=1 t=216852
yu zhong de 	雨中的	c=2 d=1 t=216848
yu zhou 	宇宙	c=0 d=0.1 t=242142
yu zhuang 	預裝	c=1 d=1 t=291178
yuan 	元	c=14 d=0.1 t=296682
yuan 	原	c=4 d=1 t=253725
yuan 	員	c=8 d=1.50662 t=278289
yuan 	圓	c=2 d=1 t=182121
yuan 	源	c=12 d=1.08511 t=296119
yuan 	苑	c=1 d=1 t=196304
yuan 	袁	c=3 d=1.99005 t=129645
yuan 	遠	c=19 d=0.227638 t=299031
yuan 	願	c=6 d=1 t=96076
yuan ban 	原版	c=6 d=1 t=270861
yuan ban 	原班	c=1 d=1 t=26931
yuan ben 	原本	c=1 d=1 t=65735
yuan ben 	源本	c=1 d=1 t=3130
yuan bing 	圓餅	c=1 d=1 t=12383
yuan bo 	袁博	c=29 d=1.99501 t=172747
yuan cai 	原彩	c=1 d=1 t=148621
yuan chang 	原唱	c=4 d=1 t=265025
yuan chang 	原廠	c=1 d=1 t=51587
yuan cheng 	遠程	c=43 d=1.83946 t=293541
yuan di 	原地	c=2 d=1.10593 t=253332
yuan dian 	圓點	c=4 d=1 t=230735
yuan duan 	遠端	c=1 d=1 t=157911
yuan gong 	員工	c=12 d=1 t=295249
yuan gu 	緣故	c=1 d=1 t=90555
yuan gu 	遠古	c=2 d=1.49659 t=81603
yuan han shu 	原函數	c=1 d=1 t=64847
yuan hua 	原畫	c=1 d=1 t=99515
yuan ji 	原籍	c=1 d=1 t=151441
yuan ji 	袁記	c=1 d=1 t=244082
yuan ji hua 	原計劃	c=1 d=1 t=117043
yuan jia 	原價	c=5 d=3.13183 t=167714
yuan jian jin jian 	願檢盡檢	c=1 d=1 t=182408
yuan jiao 	圓角	c=3 d=1 t=268377
yuan jie 	願姐	c=3 d=1.65705 t=136921
yuan kong zhong xin 	遠控中心	c=1 d=1 t=197924
yuan lai 	原來	c=20 d=1 t=284472
yuan li 	原理	c=21 d=1 t=285987
yuan li 	遠離	c=5 d=1 t=245450
yuan li jie 	苑立傑	c=5 d=1.03956 t=196986
yuan ma 	源碼	c=37 d=1 t=296861
yuan ma 	遠嗎	c=1 d=1 t=225009
yuan mei 	原煤	c=7 d=1 t=222975
yuan mian 	原棉	c=2 d=1.06687 t=252568
yuan qu 	原曲	c=1 d=1 t=250207
yuan quan 	圓圈	c=3 d=1 t=253000
yuan shang 	員上	c=1 d=1 t=11265
yuan shen 	原神	c=1 d=1 t=176394
yuan sheng 	原生	c=39 d=2.83739 t=297053
yuan sheng 	原聲	c=1 d=1 t=6736
yuan sheng 	遠勝	c=1 d=1 t=13269
yuan sheng kai fa 	原生開發	c=1 d=1 t=141309
yuan shi 	原始	c=23 d=1.94854 t=291579
yuan shi shu ju 	原始数据	c=7 d=1 t=291584
yuan shi zhi 	原始只	c=1 d=1 t=79540
yuan shu 	袁術	c=1 d=1 t=40448
yuan shu ju 	元數據	c=1 d=1 t=296791
yuan su 	元素	c=100 d=2.82376 t=297165
yuan su de 	元素的	c=3 d=1 t=260342
yuan suan 	員算	c=2 d=1 t=156851
yuan tong 	圓通	c=1 d=1 t=267284
yuan tou 	源頭	c=1 d=1 t=206522
yuan wen 	原文	c=1 d=1 t=173485
yuan wen jian 	源文件	c=8 d=4.31964 t=247446
yuan xi 	院系	c=0 d=0.1 t=108618
yuan xiao yan 	袁晓燕	c=2 d=1 t=50301
yuan xin xi 	元信息	c=1 d=1 t=296683
yuan xing 	原型	c=118 d=0.0152222 t=299031
yuan xing 	圓形	c=5 d=1 t=148236
yuan xing dui xiang 	原型對象	c=1 d=1 t=58875
yuan xing lian 	原型鏈	c=5 d=1 t=261949
yuan xing tu 	原型圖	c=1 d=1 t=7422
yuan xu 	原需	c=1 d=1 t=107370
yuan xue yuan 	源學院	c=1 d=1 t=227910
yuan yang 	原樣	c=1 d=1 t=279991
yuan yi 	願意	c=9 d=1.42528 t=287327
yuan yin 	原因	c=59 d=1 t=298219
yuan yong 	原用	c=1 d=1 t=71071
yuan you 	原有	c=15 d=0.318625 t=299031
yuan you han shu 	原有函數	c=1 d=1 t=260293
yuan yuan 	淵源	c=1 d=1 t=236532
yuan yuan 	遠遠	c=1 d=1 t=262277
yuan ze 	原則	c=1 d=1 t=101813
yuan ze shang 	原則上	c=1 d=1 t=151807
yuan zhi jia 	原至佳	c=1 d=1 t=124711
yuan zhong 	冤種	c=1 d=1 t=123199
yuan zhuang 	原裝	c=1 d=1 t=275658
yuan zhuo 	圓桌	c=1 d=1 t=2075
yuan zi 	原子	c=3 d=1 t=268614
yuan zi hua 	原子化	c=5 d=1 t=249473
yuan zu 	元祖	c=25 d=1.91282 t=281507
yue 	月	c=150 d=2.65847 t=297736
yue 	樂	c=1 d=1 t=131854
yue 	約	c=30 d=0.0337087 t=299031
yue 	越	c=7 d=1.98511 t=275583
yue ban 	月半	c=1 d=1 t=91047
yue bao 	月報	c=1 d=1 t=253712
yue bing 	月餅	c=3 d=1 t=248575
yue bu shang 	約不上	c=1 d=1 t=58455
yue cha 	越差	c=1 d=1 t=174600
