# Rime user dictionary
#@/db_name	rime_mint
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	331009
#@/user_id	SyncTemp
a 	啊	c=1139 d=1.2665 t=331009
xin hao lei xing 	信号类型	c=2 d=0 t=331009
xin hao zhi 	信号值	c=1 d=0 t=331009
xin huo 	新活	c=1 d=0 t=331009
xin ji chi bu liao re dou fu 	心急吃不了热豆腐	c=1 d=0 t=331009
xin ji shu 	新技术	c=1 d=0 t=331009
xin jia 	新家	c=1 d=1.19179e-211 t=331009
xin jia po 	新加坡	c=4 d=1.04525e-50 t=331009
xin jian 	信件	c=1 d=1.80958e-07 t=331009
xin jian 	新建	c=47 d=1.69823e-39 t=331009
xin jiang 	新疆	c=3 d=3.07085e-258 t=331009
xin jin 	新进	c=2 d=4.54331e-278 t=331009
xin ju 	心居	c=2 d=7.28849e-125 t=331009
xin ju long 	新巨龙	c=4 d=4.14892e-316 t=331009
xin kai 	新开	c=11 d=1.23679e-198 t=331009
xin ku 	辛苦	c=4 d=9.68764e-10 t=331009
xin kuan 	新款	c=2 d=0 t=331009
xin kuang 	新矿	c=59 d=1.16553e-243 t=331009
xin kuang song 	新矿送	c=1 d=0 t=331009
xin lai 	信赖	c=4 d=0 t=331009
xin lai 	新来	c=2 d=0 t=331009
xin lai de 	新来的	c=1 d=0 t=331009
xin lao 	新老	c=3 d=1.12516e-05 t=331009
xin lei 	心累	c=1 d=6.62963e-312 t=331009
xin li 	心理	c=5 d=7.70834e-85 t=331009
xin li 	心里	c=11 d=1.30044e-17 t=331009
xin li shi 	心理师	c=1 d=0 t=331009
xin li xue 	心理学	c=8 d=1.29356e-84 t=331009
xin li zhun bei 	心理准备	c=1 d=2.76397e-49 t=331009
xin lv 	心率	c=2 d=7.26545e-117 t=331009
xin ming 	新明	c=4 d=6.55922e-199 t=331009
xin mo kuai 	新模块	c=1 d=0 t=331009
xin neng yuan 	新能源	c=1 d=1.55906e-48 t=331009
xin nian 	新年	c=2 d=0 t=331009
xin pian 	芯片	c=10 d=0.00267862 t=331009
xin qi 	新启	c=1 d=3.87796e-33 t=331009
xin qing 	心情	c=4 d=5.32575e-30 t=331009
xin qu 	新区	c=1 d=5.11991e-125 t=331009
xin qu shi 	新趋势	c=1 d=2.71987e-95 t=331009
xin ren 	信任	c=2 d=0.0127147 t=331009
xin ren 	新人	c=1 d=1 t=326704
xin shang 	欣赏	c=7 d=8.44993e-137 t=331009
xin she zhi 	新设置	c=1 d=0 t=331009
xin shi 	新诗	c=3 d=0 t=331009
xin shi jie 	新世界	c=1 d=4.51889e-09 t=331009
xin shou 	新手	c=1 d=5.80335e-11 t=331009
xin shou ji 	新手机	c=1 d=1.04021e-52 t=331009
xin si 	心思	c=2 d=4.04877e-187 t=331009
xin si wei 	新思维	c=1 d=1.83888e-137 t=331009
xin suan 	心酸	c=1 d=2.34086e-153 t=331009
xin te xing 	新特性	c=1 d=0 t=331009
xin tiao 	信条	c=1 d=4.6898e-269 t=331009
xin tiao 	心跳	c=15 d=2.65932e-120 t=331009
xin tiao jian ce 	心跳检测	c=1 d=2.09132e-121 t=331009
xin wang 	新网	c=0 d=1.31708e-94 t=331009
xin wen 	新闻	c=6 d=8.14456e-57 t=331009
xin xi 	信息	c=260 d=3.45931e-05 t=331009
xin xi 	心系	c=1 d=0 t=331009
xin xian 	新鲜	c=0 d=6.63226e-112 t=331009
xin xian du 	新先读	c=1 d=6.63226e-111 t=331009
xin xian du 	新鲜度	c=1 d=6.6655e-111 t=331009
xin xiang mu 	新项目	c=6 d=7.05929e-121 t=331009
xin xiao xi 	新消息	c=1 d=4.23918e-257 t=331009
xin xin 	信心	c=4 d=2.03695e-60 t=331009
xin xin na ti 	辛辛那提	c=1 d=0 t=331009
xin xin wang 	新新网	c=1 d=1.32368e-93 t=331009
xin xing 	新型	c=1 d=3.68713e-292 t=331009
xin xu qiu 	新需求	c=22 d=2.71265e-05 t=331009
xin yan 	心眼	c=0 d=0.1 t=328571
xin yan zi 	心眼子	c=1 d=1 t=328572
xin yang 	信阳	c=1 d=0 t=331009
xin yi 	新一	c=0 d=9.69935e-319 t=331009
xin yi dai 	新一代	c=1 d=0 t=331009
xin yi xian 	新一线	c=1 d=9.74797e-318 t=331009
xin yi zhan 	新驿站	c=3 d=2.69355e-157 t=331009
xin ying 	新颖	c=1 d=2.00006e-243 t=331009
xin yong ka 	信用卡	c=12 d=0.00197932 t=331009
xin zai 	新在	c=14 d=1.24525e-286 t=331009
xin zang 	心脏	c=2 d=0 t=331009
xin zang bing 	心脏病	c=2 d=0 t=331009
xin ze 	新则	c=1 d=1 t=311173
xin zeng 	新增	c=110 d=0.0483156 t=331009
xin zeng jia 	新增加	c=1 d=0 t=331009
xin zhi 	信纸	c=1 d=0 t=331009
xin zhi 	新智	c=6 d=1.00001 t=328551
xin zhuang 	新装	c=1 d=3.78156e-31 t=331009
xin zi 	薪资	c=28 d=8.90854e-53 t=331009
xing 	刑	c=0 d=0 t=331009
xing 	型	c=5 d=9.83142e-95 t=331009
xing 	形	c=1 d=0 t=331009
xing 	性	c=20 d=0.0266517 t=331009
xing 	星	c=5 d=3.40094e-77 t=331009
xing 	杏	c=2 d=4.9477e-193 t=331009
xing 	猩	c=1 d=1.51226e-14 t=331009
xing 	行	c=1231 d=1.04061 t=331009
xing 	醒	c=3 d=8.72443e-72 t=331009
xing a 	行啊	c=5 d=8.14179e-53 t=331009
xing ai 	性爱	c=1 d=0 t=331009
xing ba 	行吧	c=26 d=0.00017956 t=331009
xing bing 	性病	c=1 d=0 t=331009
xing bu 	行部	c=3 d=6.60057e-231 t=331009
xing bu xing 	行不行	c=6 d=4.64419e-66 t=331009
xing can 	形参	c=1 d=3.4938e-41 t=331009
xing chen 	星辰	c=1 d=2.48561e-153 t=331009
xing cheng 	形成	c=4 d=8.92429e-15 t=331009
xing cheng 	行程	c=1 d=1.51232e-131 t=331009
xing cheng xi guan 	形成习惯	c=1 d=0 t=331009
xing da 	行大	c=1 d=0 t=331009
xing di 	星弟	c=2 d=4.56705e-153 t=331009
xing di 	行滴	c=18 d=0.0251903 t=331009
xing di ba 	行滴吧	c=10 d=3.26918e-18 t=331009
xing dong 	行动	c=58 d=6.99318e-58 t=331009
xing dong fen zhong xin 	行动分中心	c=1 d=0 t=331009
xing dong zhong xin 	行动中心	c=24 d=5.92879e-323 t=331009
xing ei 	行诶	c=1 d=2.83355e-18 t=331009
xing ei de 	行诶的	c=1 d=6.02973e-20 t=331009
xing en 	行恩	c=382 d=0.533522 t=331009
xing en en 	行恩恩	c=3 d=1.44321e-22 t=331009
xing fu 	幸福	c=1 d=5.09801e-104 t=331009
xing guo 	兴国	c=1 d=4.99196e-92 t=331009
xing hai 	星海	c=2 d=1.92717e-125 t=331009
xing hai gong yuan 	星海公园	c=1 d=8.94166e-126 t=331009
xing hai guang chang 	星海广场	c=1 d=9.44723e-126 t=331009
xing hao 	型号	c=13 d=1.06123e-52 t=331009
xing hao 	幸好	c=1 d=1.37579e-253 t=331009
xing ji 	星际	c=1 d=0 t=331009
xing kai en 	行开恩	c=1 d=0 t=331009
xing kui 	幸亏	c=3 d=5.44091e-17 t=331009
xing la 	行啦	c=1 d=0 t=331009
xing le 	行了	c=5 d=3.14769e-49 t=331009
xing le 	醒了	c=3 d=8.63762e-72 t=331009
xing lei 	行勒	c=1 d=1 t=310637
xing li 	行李	c=4 d=3.45574e-59 t=331009
xing ma 	行吗	c=7 d=1.13798e-50 t=331009
xing mian 	幸免	c=1 d=1 t=301976
xing ming 	刑名	c=1 d=0 t=331009
xing ming 	姓名	c=10 d=5.99659e-14 t=331009
xing ne 	行呢	c=2 d=1.99517e-273 t=331009
xing neng 	性能	c=29 d=0.0243554 t=331009
xing ning bo 	刑宁波	c=1 d=0 t=331009
xing qi 	星期	c=9 d=1.00934e-191 t=331009
xing qi si 	星期四	c=1 d=3.7869e-312 t=331009
xing qiu 	星球	c=1 d=9.66099e-07 t=331009
xing qiu jue qi 	猩球崛起	c=2 d=4.49648e-09 t=331009
xing qu 	兴趣	c=3 d=8.69922e-38 t=331009
xing rong 	形容	c=1 d=0 t=331009
xing rong 	兴荣	c=1 d=0 t=331009
xing rui 	星瑞	c=1 d=0 t=331009
xing shi 	形势	c=22 d=3.97693e-06 t=331009
xing shi 	形式	c=10 d=3.99687e-06 t=331009
xing shi 	行事	c=1 d=0 t=331009
xing shi zhu yi 	形式主义	c=1 d=0 t=331009
xing tai 	形态	c=3 d=0 t=331009
xing wei 	行为	c=14 d=3.98303e-24 t=331009
xing xing 	星星	c=1 d=3.92643e-180 t=331009
xing xing 	猩猩	c=0 d=3.48622e-134 t=331009
xing xing dui zhang 	猩猩队长	c=1 d=3.50369e-133 t=331009
xing xu 	兴许	c=1 d=3.69963e-38 t=331009
xing xue 	型血	c=1 d=9.98001e-95 t=331009
xing yun 	幸运	c=1 d=5.80495e-73 t=331009
xing yun qian 	幸运签	c=1 d=1.63395e-188 t=331009
xing zheng 	行政	c=6 d=1.19423e-09 t=331009
xing zhi 	性质	c=3 d=2.71542e-17 t=331009
xing zhi jian 	行至简	c=28 d=0 t=331009
xing zhuang 	形状	c=8 d=0.412079 t=331009
xing zi 	幸子	c=3 d=3.60256e-225 t=331009
xing zi 	行子	c=1 d=1.4176e-311 t=331009
xing zi ba 	行子吧	c=1 d=0 t=331009
xiong 	兄	c=1 d=7.43002e-300 t=331009
xiong 	熊	c=1 d=4.94066e-324 t=331009
xiong ai 	凶爱	c=1 d=2.23884e-70 t=331009
xiong an 	凶案	c=1 d=2.51169e-70 t=331009
xiong ba 	雄霸	c=0 d=0 t=331009
xiong ba tian xia 	雄霸天下	c=1 d=0 t=331009
xiong di 	兄弟	c=11 d=1.86418e-84 t=331009
xiong di men 	兄弟们	c=2 d=0 t=331009
xiong mao 	熊猫	c=1 d=9.80279e-238 t=331009
xiong mao ren 	熊猫人	c=2 d=1.99533e-236 t=331009
xiong mao xia 	熊猫侠	c=1 d=0 t=331009
xiong pai 	胸牌	c=1 d=6.50979e-127 t=331009
xiong xin 	凶信	c=1 d=0 t=331009
xiu 	休	c=5 d=2.60223e-163 t=331009
xiu 	修	c=70 d=3.38132e-09 t=331009
xiu 	秀	c=1 d=1.98529e-244 t=331009
xiu ai guo 	修爱国	c=1 d=0 t=331009
xiu bai 	修呗	c=1 d=5.08988e-144 t=331009
xiu ban 	锈斑	c=1 d=1.13602e-206 t=331009
xiu bu 	修补	c=2 d=3.3667e-193 t=331009
xiu bu liao 	修不了	c=1 d=2.53178e-193 t=331009
xiu de 	修得	c=1 d=6.55712e-124 t=331009
xiu di 	修滴	c=5 d=6.2252e-13 t=331009
xiu ding 	修顶	c=1 d=6.71424e-226 t=331009
xiu feng 	秀峯	c=0 d=0 t=331009
xiu feng le 	秀峯了	c=1 d=0 t=331009
xiu fu 	修复	c=181 d=6.34664e-05 t=331009
xiu fu le 	修复了	c=1 d=0 t=331009
xiu fu zhong 	修复中	c=1 d=0 t=331009
xiu gai 	修改	c=1871 d=0.742632 t=331009
xiu gai wan cheng 	修改完成	c=2 d=0 t=331009
xiu gai you 	修改有	c=1 d=1.37733e-178 t=331009
xiu guo 	修过	c=1 d=0 t=331009
xiu le 	修了	c=1 d=2.18937e-160 t=331009
xiu lei 	修磊	c=25 d=5.92966e-29 t=331009
xiu leng 	修冷	c=6 d=1.37046e-178 t=331009
xiu li 	修理	c=1 d=0 t=331009
xiu lie 	休烈	c=1 d=0 t=331009
xiu lu 	修路	c=1 d=1 t=317813
xiu mu 	修墓	c=1 d=0 t=331009
xiu shi 	修饰	c=6 d=3.20821e-12 t=331009
xiu shi fu 	修师傅	c=1 d=0 t=331009
xiu shi fu 	修饰符	c=8 d=3.32789e-15 t=331009
xiu tan 	嗅探	c=1 d=2.4253e-70 t=331009
xiu wan 	修完	c=2 d=2.28307e-160 t=331009
xiu weng 	修翁	c=1 d=0 t=331009
xiu weng le 	修翁了	c=3 d=1.33398e-322 t=331009
xiu xi 	休息	c=162 d=0.218306 t=331009
xiu xi de ba 	休息的吧	c=1 d=1.45846e-28 t=331009
xiu xi di 	休息滴	c=4 d=5.23029e-23 t=331009
xiu xi di ba 	休息第八	c=1 d=1.4805e-28 t=331009
xiu xi di gou an 	休息滴苟安	c=1 d=1.47312e-28 t=331009
xiu xi hui 	休息会	c=1 d=2.92035e-20 t=331009
xiu xi xiu xi 	休息休息	c=7 d=8.24831e-147 t=331009
xiu xi zhong 	休息中	c=1 d=5.82201e-225 t=331009
xiu xiu 	修修	c=2 d=0 t=331009
xiu xiu bu bu 	修修补补	c=1 d=1.43598e-198 t=331009
xiu xue fen 	修学分	c=1 d=1.88293e-92 t=331009
xiu zheng 	修正	c=3 d=6.16057e-96 t=331009
xiu zu 	修阻	c=2 d=1.402e-181 t=331009
xu 	徐	c=22 d=2.2067e-47 t=331009
xu 	旭	c=3 d=1.02018e-139 t=331009
xu 	续	c=7 d=4.76125e-06 t=331009
xu 	需	c=23 d=2.07862e-20 t=331009
xu bu xu yao 	需不需要	c=8 d=3.35166e-23 t=331009
xu chen ji 	徐陈继	c=9 d=1.56233e-190 t=331009
xu dong 	旭东	c=24 d=0 t=331009
xu duo 	许多	c=1 d=0 t=331009
xu fei 	续费	c=3 d=3.08862e-32 t=331009
xu ge fei 	续个费	c=1 d=4.79051e-78 t=331009
xu guan jie 	许冠杰	c=3 d=0 t=331009
xu hao 	序号	c=7 d=2.05542e-35 t=331009
xu jia 	虚假	c=1 d=0 t=331009
xu jing yi chang 	虚惊一场	c=1 d=0 t=331009
xu ke 	许可	c=1 d=0 t=331009
xu li ya 	叙利亚	c=1 d=4.29808e-96 t=331009
xu lie 	序列	c=1 d=1.90327e-42 t=331009
xu lie hao 	序列号	c=7 d=7.93841e-135 t=331009
xu ni 	虚拟	c=18 d=1.75771e-10 t=331009
xu ni gun dong 	虚拟滚动	c=3 d=1.81873 t=318504
xu ni ji 	虚拟机	c=5 d=2.66809e-16 t=331009
xu ning 	絮凝	c=0 d=0 t=331009
xu ning ji 	絮凝剂	c=1 d=0 t=331009
xu qi 	续期	c=2 d=1.8362e-208 t=331009
xu qian 	续签	c=9 d=3.53616e-126 t=331009
xu qiu 	需求	c=121 d=0.00242935 t=331009
xu qiu kan 	需求看	c=1 d=0 t=331009
xu qiu liang 	需求量	c=2 d=3.06635e-182 t=331009
xu qiu qu 	需求去	c=2 d=1.61657e-33 t=331009
xu ting ke 	需听课	c=1 d=0 t=331009
xu wen he 	许文赫	c=3 d=3.29984e-317 t=331009
xu xian 	虚线	c=6 d=0.000225602 t=331009
xu xiao feng 	徐小凤	c=5 d=2.86352e-171 t=331009
xu xing 	徐行	c=1 d=0 t=331009
xu xu 	续续	c=1 d=2.45079e-281 t=331009
xu yan 	序言	c=1 d=4.01895e-12 t=331009
xu yan 	虚掩	c=1 d=0 t=331009
xu yang 	蓄养	c=0 d=0 t=331009
xu yang kan 	蓄养看	c=4 d=0 t=331009
xu yao 	需要	c=1 d=5.84934e-45 t=331009
xu yao 	须要	c=639 d=0.354634 t=331009
xu yao de 	需要的	c=3 d=2.41002e-172 t=331009
xu yao xu yao 	须要须要	c=1 d=0 t=331009
xu yao yao 	须要要	c=1 d=0 t=331009
xu yu 	絮语	c=0 d=9.08615e-286 t=331009
xu yu kan 	絮语看	c=2 d=5.16701e-262 t=331009
xu yuan 	许愿	c=2 d=0 t=331009
xu yue 	续约	c=1 d=1.50238e-171 t=331009
xu zhao 	许昭	c=1 d=0 t=331009
xu zheng 	徐铮	c=1 d=4.75613e-199 t=331009
xu zheng 	虚症	c=1 d=0 t=331009
xu zhi 	须知	c=4 d=1.97609e-33 t=331009
xuan 	弦	c=1 d=0 t=331009
xuan 	玄	c=1 d=0 t=331009
xuan 	轩	c=1 d=6.25347e-125 t=331009
xuan 	选	c=162 d=0.0710348 t=331009
xuan chui 	悬垂	c=4 d=6.15272e-37 t=331009
xuan chui yin yong 	悬垂引用	c=2 d=7.04124e-251 t=331009
xuan chui zhi zhen 	悬垂指针	c=1 d=6.91182e-38 t=331009
xuan de 	玄德	c=1 d=0 t=331009
xuan dian 	选点	c=1 d=1 t=311100
xuan ding 	选定	c=1 d=1.00046 t=313260
xuan ding cheng yuan 	选定成员	c=1 d=1 t=312184
xuan feng 	旋风	c=0 d=8.79335e-283 t=331009
xuan feng chong feng 	旋风冲锋	c=1 d=8.83743e-282 t=331009
xuan fu 	悬浮	c=5 d=1.28866e-13 t=331009
xuan fu qiu 	悬浮球	c=1 d=4.16808e-117 t=331009
xuan gong si 	选公司	c=1 d=1.02264e-175 t=331009
xuan guan 	玄关	c=1 d=1.75815e-197 t=331009
xuan guo 	悬果	c=1 d=1.22808e-211 t=331009
xuan hu 	悬乎	c=1 d=1.4562e-186 t=331009
xuan huan 	玄幻	c=1 d=9.26843e-254 t=331009
xuan kong 	悬空	c=2 d=2.96439e-323 t=331009
xuan li 	绚丽	c=1 d=0 t=331009
xuan liu qi 	旋流器	c=0 d=0 t=331009
xuan ma 	宣麻	c=1 d=0 t=331009
xuan mei 	选煤	c=3 d=0.0427415 t=331009
xuan mei chang 	选煤厂	c=1 d=0 t=331009
xuan mei da nao 	选煤大脑	c=36 d=0.429557 t=331009
xuan mei da nao de 	选煤大脑的	c=1 d=0 t=331009
xuan qu 	选区	c=3 d=1.83556e-61 t=331009
xuan quan 	选全	c=1 d=0 t=331009
xuan ran 	渲染	c=91 d=0.438353 t=331009
xuan ran ceng 	渲染层	c=1 d=1.44656e-108 t=331009
xuan ran jin cheng 	渲染进程	c=1 d=1.03478e-108 t=331009
xuan ran jin xing 	渲染进行	c=3 d=2.00354e-108 t=331009
xuan ran qi 	渲染器	c=1 d=1.05503e-42 t=331009
xuan ran shu 	渲染树	c=1 d=6.76969e-117 t=331009
xuan ran wan bi 	渲染完毕	c=1 d=1.34528e-107 t=331009
xuan ren 	选人	c=27 d=2.13966e-37 t=331009
xuan tian 	选填	c=3 d=0 t=331009
xuan xiang 	选项	c=79 d=0.172045 t=331009
xuan xiang ka 	选项卡	c=2 d=0 t=331009
xuan xing 	选型	c=3 d=1.97554e-99 t=331009
xuan xue 	玄学	c=1 d=0 t=331009
xuan yang 	宣扬	c=1 d=1.35594e-141 t=331009
xuan yi 	悬疑	c=1 d=4.10533e-115 t=331009
xuan ze 	选择	c=333 d=0.0184997 t=331009
xuan ze de 	选择的	c=1 d=1 t=311790
xuan ze kuang 	选择框	c=14 d=1.4502e-32 t=331009
xuan ze qi 	选择器	c=51 d=9.91048e-11 t=331009
xuan ze shang 	选择上	c=1 d=0 t=331009
xuan ze ti 	选择题	c=1 d=0 t=331009
xuan ze xiang 	选择项	c=3 d=4.64938e-42 t=331009
xuan ze xing 	选择性	c=1 d=0 t=331009
xuan zhong 	选中	c=63 d=0.172055 t=331009
xuan zhong de 	选中的	c=1 d=1 t=314449
xuan zhou 	弦轴	c=2 d=0 t=331009
xuan zhuan 	旋转	c=12 d=0.0769929 t=331009
xuan zi 	选自	c=1 d=8.83821e-48 t=331009
xuan zong 	宣宗	c=1 d=9.5452e-306 t=331009
xuan zu zhi 	选组织	c=1 d=2.60836e-220 t=331009
xue 	学	c=87 d=0.25799 t=331009
xue 	血	c=5 d=1.22327e-18 t=331009
xue 	雪	c=3 d=6.40243e-197 t=331009
xue ao xia 	雪獒侠	c=1 d=6.76536e-227 t=331009
xue che 	学车	c=1 d=7.68357e-48 t=331009
xue cong 	学聪	c=2 d=3.60692e-196 t=331009
xue dao 	学到	c=1 d=0 t=331009
xue dian 	学点	c=1 d=1 t=305217
xue fen 	学分	c=1 d=9.29136e-48 t=331009
xue feng 	雪峯	c=0 d=0.1 t=302740
xue fu 	学府	c=2 d=9.61421e-186 t=331009
xue fu 	雪芙	c=1 d=6.84399e-69 t=331009
xue fu lan 	雪佛兰	c=2 d=0 t=331009
xue guo 	学过	c=1 d=9.26429e-190 t=331009
xue hao 	学好	c=4 d=1.40028e-49 t=331009
xue hui 	学会	c=1 d=4.36308e-243 t=331009
xue jia zhao 	学驾照	c=1 d=1.36929e-168 t=331009
xue le 	削了	c=2 d=0 t=331009
xue li 	学历	c=63 d=8.94434e-12 t=331009
xue li di 	学历低	c=1 d=0 t=331009
xue ming 	学名	c=1 d=1.48399e-85 t=331009
xue she 	学社	c=0 d=0 t=331009
xue sheng zheng 	学生证	c=4 d=0 t=331009
xue shi 	学时	c=1 d=9.33793e-48 t=331009
xue wan 	学完	c=5 d=2.02305e-49 t=331009
xue xi 	学习	c=53 d=6.15907e-05 t=331009
xue xiao 	学校	c=5 d=2.422e-54 t=331009
xue xin sang 	学新桑	c=1 d=9.11949e-93 t=331009
xue xin wang 	学信网	c=17 d=1.9978e-80 t=331009
xue xing 	血腥	c=1 d=0 t=331009
xue xue 	学学	c=2 d=2.27429e-49 t=331009
xue yi xia 	学一下	c=2 d=2.98289e-313 t=331009
xue ying yu 	学英语	c=1 d=4.77037e-146 t=331009
xue yuan 	学员	c=1 d=7.60712e-48 t=331009
xue yuan 	学院	c=2 d=1.22975e-81 t=331009
xue zhi 	学智	c=3 d=0 t=331009
xun 	寻	c=5 d=4.11832e-64 t=331009
xun 	巡	c=1 d=0 t=331009
xun fei 	讯飞	c=1 d=0.1 t=314944
xun hua 	驯化	c=1 d=0 t=331009
xun huan 	循环	c=44 d=5.94501e-31 t=331009
xun huan shan 	循环扇	c=1 d=5.97481e-30 t=331009
xun jian 	巡检	c=0 d=0 t=331009
xun lei 	迅雷	c=5 d=2.41223e-124 t=331009
xun lian 	训练	c=2 d=1.08491e-47 t=331009
xun lian chang 	训练场	c=1 d=7.09283e-48 t=331009
xun lian ri 	训练日	c=2 d=0 t=331009
xun mi 	寻觅	c=2 d=8.58403e-50 t=331009
xun wen 	询问	c=4 d=1.03141e-99 t=331009
xun yao 	寻要	c=1 d=3.9981e-39 t=331009
xun yi cao 	薰衣草	c=2 d=0 t=331009
xun zhao 	寻找	c=3 d=0 t=331009
ya 	丫	c=7 d=5.48222e-307 t=331009
ya 	亚	c=8 d=1.06661e-162 t=331009
ya 	呀	c=59 d=0.107333 t=331009
ya 	压	c=7 d=7.58385e-12 t=331009
ya 	押	c=0 d=2.17875e-192 t=331009
ya 	牙	c=2 d=7.85908e-49 t=331009
ya 	鸭	c=0 d=2.20065e-192 t=331009
ya bo zi 	押脖子	c=1 d=2.18967e-191 t=331009
ya bo zi 	鸭脖子	c=1 d=2.21168e-191 t=331009
ya dang 	亚当	c=0 d=1.34828e-281 t=331009
ya gen 	压根	c=3 d=1.6526e-57 t=331009
ya hei 	雅黑	c=1 d=0 t=331009
ya hu 	雅虎	c=1 d=0 t=331009
ya jie 	亚杰	c=37 d=1.78202e-59 t=331009
ya jin 	押金	c=2 d=4.07903e-157 t=331009
ya jing 	亚静	c=1 d=0 t=331009
ya ke li 	亚克力	c=1 d=3.95253e-323 t=331009
ya li 	压力	c=2 d=1 t=307198
ya lv 	压滤	c=9 d=0 t=331009
ya lv yun gui 	压滤云轨	c=1 d=0 t=331009
ya ma xun 	亚马逊	c=4 d=7.32675e-18 t=331009
ya ru 	压入	c=1 d=2.02677e-252 t=331009
ya shu 	牙叔	c=1 d=7.01202e-119 t=331009
ya shua 	牙刷	c=2 d=1.26171e-118 t=331009
ya si 	雅思	c=11 d=4.82796e-52 t=331009
ya suo 	压缩	c=21 d=4.0154e-31 t=331009
ya suo bao 	压缩包	c=5 d=4.0551e-17 t=331009
ya suo lv 	压缩率	c=2 d=3.64071e-106 t=331009
ya suo zhi 	压缩值	c=1 d=1.80222e-106 t=331009
ya tong 	压桶	c=2 d=0 t=331009
ya tou 	丫头	c=1 d=0 t=331009
ya ya 	压压	c=1 d=4.99115e-237 t=331009
ya yi 	压一	c=0 d=0 t=331009
ya yi fu ban nian 	压一付半年	c=2 d=0 t=331009
ya yi fu ban nian de 	压一付半年的	c=1 d=0 t=331009
ya yi fu san 	压一付三	c=2 d=0 t=331009
ya zha 	压榨	c=2 d=1.60053e-272 t=331009
ya zhe 	压着	c=1 d=0 t=331009
ya zhou 	亚洲	c=1 d=0 t=331009
ya zi 	鸭子	c=1 d=1.18021e-251 t=331009
yan 	严	c=4 d=5.18807e-16 t=331009
yan 	宴	c=2 d=4.47654e-104 t=331009
yan 	延	c=4 d=2.23712e-21 t=331009
yan 	演	c=1 d=0 t=331009
yan 	烟	c=2 d=0.980199 t=331009
yan 	眼	c=15 d=0.810584 t=331009
yan 	研	c=0 d=1.61509e-82 t=331009
yan 	言	c=0 d=0 t=331009
yan 	闫	c=2 d=0 t=331009
yan 	验	c=34 d=4.29032e-16 t=331009
yan ban 	岩板	c=1 d=5.02504e-199 t=331009
yan bu 	眼部	c=1 d=2.48292e-199 t=331009
yan bu xia 	咽不下	c=1 d=1 t=306133
yan cang 	掩藏	c=1 d=0 t=331009
yan chang 	延长	c=1 d=1 t=315086
yan chang hui 	演唱会	c=3 d=1.83656e-34 t=331009
yan chi 	延迟	c=17 d=7.90142e-24 t=331009
yan da 	烟大	c=1 d=2.88895e-128 t=331009
yan dao 	延到	c=1 d=2.00885e-177 t=331009
yan dao 	烟道	c=1 d=0 t=331009
yan de 	演的	c=1 d=4.26982e-136 t=331009
yan fa 	研发	c=16 d=1.03261e-16 t=331009
yan fa bu 	研发部	c=7 d=4.65557e-36 t=331009
yan fa cheng guo 	研发成果	c=1 d=2.24365e-154 t=331009
yan fa gong zuo biao 	研发工作表	c=1 d=8.17624e-132 t=331009
yan fang 	验房	c=25 d=1.76274e-22 t=331009
yan fang shi fu 	验房师傅	c=1 d=1.5755e-230 t=331009
yan gai 	掩盖	c=1 d=0 t=331009
yan ge 	严格	c=4 d=3.43907e-107 t=331009
yan guang 	艳广	c=2 d=9.3967e-261 t=331009
yan guo 	演过	c=1 d=4.24763e-16 t=331009
yan hou 	咽喉	c=1 d=1.60393e-117 t=331009
yan hou 	延后	c=2 d=0 t=331009
yan hou yi zhou 	延后一周	c=1 d=0 t=331009
yan hua 	烟花	c=1 d=0 t=331009
yan ji 	烟机	c=0 d=7.87949e-198 t=331009
yan ji zao ju 	烟机灶具	c=1 d=7.91899e-197 t=331009
yan jia he 	燕家河	c=17 d=0 t=331009
yan jing 	眼睛	c=2 d=3.81509e-311 t=331009
yan jing 	眼镜	c=5 d=1.39829e-238 t=331009
yan jing he 	眼镜盒	c=1 d=2.42251e-174 t=331009
yan jiu 	研究	c=21 d=5.09351e-123 t=331009
yan jiu sheng 	研究生	c=6 d=1.96994e-59 t=331009
yan jiu yan jiu 	研究研究	c=1 d=0 t=331009
yan jiu yuan 	研究院	c=2 d=0 t=331009
yan ju 	烟具	c=1 d=1.26324e-102 t=331009
yan lian 	演练	c=0 d=1.57463e-70 t=331009
yan lian chang 	演练场	c=1 d=7.93241e-70 t=331009
yan lian chang 	演练长	c=1 d=7.89284e-70 t=331009
yan lun 	言论	c=4 d=1.82213e-147 t=331009
yan nan 	妍囡	c=1 d=1 t=329909
yan pi zi 	眼皮子	c=1 d=5.46632e-13 t=331009
yan qi 	延期	c=11 d=1.08251e-21 t=331009
yan qi tong zhi 	延期通知	c=1 d=0 t=331009
yan qian 	眼前	c=1 d=5.47941e-188 t=331009
yan qiu 	眼球	c=0 d=0 t=331009
yan se 	颜色	c=122 d=0.0410482 t=331009
yan se mo shi 	颜色模式	c=1 d=5.151e-108 t=331009
yan she 	盐蛇	c=1 d=0 t=331009
yan sheng 	衍生	c=1 d=1.84898e-172 t=331009
yan sheng pin 	衍生品	c=1 d=3.39411e-24 t=331009
yan shi 	延时	c=6 d=1.11435e-63 t=331009
yan shi 	演示	c=37 d=9.57396e-13 t=331009
yan shou 	验收	c=151 d=0.411982 t=331009
yan shou zhuang tai 	验收状态	c=1 d=0 t=331009
